,id,prod_id,prod_name,areabrand_name,prod_detail,cid,first_cat,agri_firstcat,sepcial_name,Geodict,NotGeodict,final_Prod,final_label
482,483,566000000000.0,宣威云腿蛋黄月饼80g*10枚云南特产蛋黄月饼蛋黄酥饼火腿中秋送礼,昆明云腿月饼,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年03月01日 至 2018年03月01日""},{""生产许可证编号"":""SC12453011109647""},{""厂名"":""宣威市康发火腿有限公司昆明分有限公司""},{""厂址"":""云南省昆明市大板桥街道办事处复兴社区小康郎大村居民小组一幢1号""},{""厂家联系方式"":""0871-63510911""},{""配料表"":""详见包装""},{""储藏方法"":""请置于阴凉干爽处""},{""保质期"":""45""},{""食品添加剂"":""详见包装""},{""是否为有机食品"":""否""},{""月饼皮特点"":""其他/other""},{""月饼种类"":""其他/other""},{""特产品类"":""云腿月饼""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""昆明市""},{""品牌"":""韵能""},{""系列"":""蛋黄月饼80g*10个""},{""月饼价格区间"":""50元-100元""}]}]}",10801,食品保健,,云腿月饼,,,云腿月饼,1
483,484,8414737540.0,今年 新瓜子 黑龙江东北特产 香瓜子 笨瓜子土产瓜子仁小包装,哈尔滨香瓜,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""黑龙江省""},{""城市"":""哈尔滨市""},{""净含量"":""500g""}]}]}",1080102006,食品保健,坚果,,,,,0
484,485,36333827763.0,深山野生葛花茶 葛根花 葛藤花野葛花 解酒茶 醒酒茶 护肝茶正品,张家界葛根,"{""groupProps"":[{""基本信息"":[{""产地"":""中国大陆""},{""省份"":""湖南省""},{""城市"":""张家界市""},{""是否含糖"":""无糖""},{""是否为有机食品"":""否""},{""包装方式"":""小作坊制售""},{""价格段"":""1-59元""},{""适用季节"":""冬季,春季,夏季,秋季""},{""茶种类"":""其他/other""},{""净含量"":""250g""}]}]}",1080601005,食品保健,草药,,,,,0
485,486,524000000000.0,日本寿司料理 丸善鱼饼150g 日式小鱼饼 丸善呜门卷 10包起包邮,福州鱼,"{""groupProps"":[{""基本信息"":[{""生产许可证编号"":""QS371011010339""},{""厂名"":""威海君和食品有限公司""},{""厂址"":""威海市羊亭镇北观村南""},{""厂家联系方式"":""15000897996""},{""储藏方法"":""-18℃冷冻保存""},{""保质期"":""365""},{""包装方式"":""散装""},{""同城服务"":""同城24小时物流送货上门""},{""售卖方式"":""单品""},{""食品工艺"":""冷冻水产""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""福州市""},{""重量(g)"":""120""}]}]}",1080201001,食品保健,,,,,,0
486,487,558000000000.0,正品包邮湖南安化益阳黑茶陈年砖茶益阳茶厂2009年黑砖茶,湖南黑茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2009年09月19日 至 2009年09月19日""},{""生产许可证编号"":""SC11443090300044""},{""厂名"":""益阳茶厂有限公司""},{""厂址"":""益阳市赫山区龙岭工业园（茶叶）、益阳市大桃北路699（边销茶）""},{""厂家联系方式"":""153-99729261""},{""配料表"":""优质黑毛茶""},{""储藏方法"":""清洁通风无异味处""},{""保质期"":""9999""},{""食品添加剂"":""无""},{""包装方式"":""包装""},{""包装种类"":""盒装""},{""茶种类"":""安化黑茶""},{""级别"":""三级""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""形状"":""砖茶""},{""价格段"":""500元以上""},{""品牌"":""湘益""},{""系列"":""黑砖""},{""净含量"":""900""}]}]}",1080501002,食品保健,茶饮,,{'安化黑茶': '安化'},,安化黑茶,2
487,488,546000000000.0,蔡溪記 潮汕牛肉丸汕头手打正宗丸子 潮州特产美食火锅食材,澄海区牛肉,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月11日 至 2018年10月11日""},{""生产许可证编号"":""SC11144051501053""},{""厂名"":""汕头市蔡氏兄弟食品有限公司""},{""厂址"":""汕头市澄海区凤翔街道洲畔莲花心工业区莱美路旁""},{""厂家联系方式"":""15602717372""},{""配料表"":""黄牛肉""},{""保质期"":""180""},{""食品添加剂"":""无""},{""净含量"":""500g""},{""包装方式"":""包装""},{""品牌"":""蔡溪记""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""澄海区""}]}]}",1080202005,食品保健,,,,{'汕头牛肉丸': '汕头'},汕头牛肉丸,3
488,489,42089061097.0,国产雪花肥牛包邮牛扒牛排高档羊肉冷鲜牛肉新鲜肥牛羊肉片酒店,济南肥牛,"{""groupProps"":[{""基本信息"":[{""产地"":""中国大陆""},{""省份"":""山东省""},{""城市"":""济南市""},{""包装方式"":""食用农产品""},{""净含量"":""3500g""}]}]}",1080201003,食品保健,畜禽,,,{'雪花羊肉': '雪花'},雪花羊肉,3
489,490,559000000000.0,包邮！玉林西瓜子黑瓜子原味200克炒货 内蒙古五原县特产 桶罐装,内蒙古瓜子张,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月15日 至 2018年10月15日""},{""生产许可证编号"":""SC11815082100111""},{""厂名"":""内蒙古五原县玉林食品有限责任公司""},{""厂址"":""内蒙古巴彦淖尔市五原县隆兴昌镇西郊三巷8号""},{""厂家联系方式"":""13947154626""},{""配料表"":""黑瓜子，盐""},{""保质期"":""240""},{""食品添加剂"":""无""},{""品牌"":""张玉林""},{""系列"":""黑瓜子""},{""包装方式"":""包装""},{""包装种类"":""罐装""},{""瓜子种类"":""西瓜子""},{""产地"":""中国大陆""},{""省份"":""内蒙古自治区""},{""城市"":""巴彦淖尔市""},{""特产品类"":""内蒙古瓜子张""},{""是否新货"":""是""},{""食品口味"":""原味""},{""净含量"":""200g""}]}]}",1080102006,食品保健,坚果,内蒙古瓜子张,,,内蒙古瓜子张,1
490,491,550000000000.0,五谷杂粮 赤小豆红豆枸杞 燕麦薏米粥 农家绿色祛湿养生杂粮500g,广州燕麦,"{""groupProps"":[{""基本信息"":[{""净含量"":""2.5kg""},{""包装方式"":""食用农产品""},{""同城服务"":""同城24小时物流送货上门""},{""售卖方式"":""组合""},{""品牌"":""红谷场""},{""系列"":""祛湿粥""},{""规格"":""2500g""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""广州市""},{""套餐份量"":""1人份""},{""套餐周期"":""1周""},{""配送频次"":""1周2次""}]}]}",1080202001,食品保健,粮油,,,,,0
491,492,549000000000.0,康乃馨【後錵園】包邮250克云南养生茶花茶 天然无添加花草茶茶叶,昆明茶叶,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""昆明市""},{""茶种类"":""其他/other""},{""套餐份量"":""3人""},{""套餐周期"":""1个月""},{""配送频次"":""1周2次""},{""口感"":""厚实醇正""},{""价格段"":""1-59元""},{""净含量"":""80克""}]}]}",1080501003,食品保健,花卉,,,,,0
492,493,557000000000.0,宜人福蜂王蒜 糖醋蒜泡蒜农家下饭菜开胃菜紫皮大蒜散称500克包邮,宜春紫皮大蒜,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年08月13日 至 2017年08月13日""},{""生产许可证编号"":""QS360016010291""},{""产品标准号"":""GB/10439""},{""厂名"":""宜春市袁州区江南红农产品有限公司""},{""厂址"":""江西省宜春市袁州区机电产业基地""},{""厂家联系方式"":""0795-3525222""},{""配料表"":""新鲜紫蒜、食用盐、白醋、白砂糖、蜂蜜""},{""储藏方法"":""请存放于阴凉干燥处，避免日晒""},{""保质期"":""365""},{""食品添加剂"":""纽甜、苯甲酸钠、焦亚硫酸钠、甜蜜素、脱氢乙酸钠""},{""净含量"":""500g""},{""包装方式"":""包装""},{""品牌"":""宜人福""},{""系列"":""蜂王蒜""},{""规格"":""散称500克""},{""蔬菜种类"":""大蒜""},{""产地"":""中国大陆""},{""省份"":""江西省""},{""城市"":""宜春市""}]}]}",1080202002,食品保健,蔬菜,,,,,0
493,494,545000000000.0,正宗金华火腿宗泽火腿2.5kg分割腿礼盒塑料盒透明装一包邮江浙沪,金华火腿,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年09月20日 至 2018年09月20日""},{""生产许可证编号"":""SC10433070902559""},{""厂名"":""金华宗泽火腿有限公司""},{""厂址"":""浙江省金华市秋滨工业城博联路31号""},{""厂家联系方式"":""15336933980""},{""配料表"":""猪腿，食盐""},{""储藏方法"":""阴凉干燥避光""},{""保质期"":""300""},{""食品添加剂"":""亚硝酸钠""},{""净含量"":""2500g""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""金华市""}]}]}",1080202004,食品保健,,,{'金华火腿': '金华'},,金华火腿,2
494,495,556000000000.0,包邮当农特产鱼腥草新鲜嫩根现挖蔬菜折儿根节节根折耳根4斤装,宜昌折耳根,"{""groupProps"":[{""基本信息"":[{""包装方式"":""散装 ""},{""售卖方式"":""产地直销 ""},{""热卖时间"":""1月 2月 3月 4月 5月 6月 7月 8月 9月 10月 11月 12月 ""},{""产地"":""中国大陆 ""},{""省份"":""湖北省 ""},{""城市"":""宜昌市 ""},{""套餐份量"":""1人份 ""},{""套餐周期"":""1周 ""},{""配送频次"":""1周1次 ""},{""品牌"":""当农 ""},{""系列"":""鱼腥草 ""},{""规格"":""4斤 ""},{""品种"":""鱼腥草 ""},{""净含量"":""2000g ""},{""厂名"":""当农""},{""厂址"":""湖北宜昌""},{""厂家联系方式"":""0717-3222688""},{""配料表"":""鱼腥草""},{""储藏方法"":""冰箱冷藏""},{""保质期"":""10""}]}]}",1080201005,食品保健,蔬菜,,,,,0
495,496,19808564.0,*买4全国包邮*新*正宗桐乡杭白菊 菊花茶 菊之语特级胎菊60克罐,桐乡杭白菊,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年09月01日 至 2018年09月01日""},{""生产许可证编号"":""SC11433048301445""},{""厂名"":""桐乡市石门新新菊花制品厂""},{""厂址"":""嘉兴市桐乡市石门镇桂花村""},{""厂家联系方式"":""0573-88861906""},{""配料表"":""胎菊""},{""保质期"":""540""},{""食品添加剂"":""无食品添加剂""},{""品牌"":""菊之语""},{""包装方式"":""散装""},{""茶种类"":""菊花""},{""菊花茶种类"":""胎菊""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""嘉兴市""},{""净含量"":""60g""}]}]}",1080501003,食品保健,茶饮,,"{'杭白菊': '', '桐乡杭白菊': '桐乡'}",,,-1
496,497,552000000000.0,公爵原味奶茶 三合一速溶奶茶粉1000g 奶茶店用袋装奶茶 包邮,福建茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年06月01日 至 2017年06月01日""},{""生产许可证编号"":""QS350006019952""},{""厂名"":""漳州市公爵食品有限公司""},{""厂址"":""福建省漳州市云霄县下坂工业区""},{""厂家联系方式"":""0599-3336""},{""配料表"":""详见外包装""},{""储藏方法"":""常温 避光""},{""保质期"":""365""},{""食品添加剂"":""详见外包装""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""品牌"":""公爵""},{""系列"":""奶茶粉""},{""净含量"":""1000g""}]}]}",1080503004,食品保健,,,,,,0
497,498,560000000000.0,甘肃甘南藏区华羚颐养牦牛乳中老年配方奶粉800g礼盒装包邮,甘南牦牛,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年01月10日 至 2017年01月10日""},{""生产许可证编号"":""SC10562300100018""},{""产品标准号"":""Q/HLRP 0004S""},{""厂名"":""甘肃华羚乳品股份有限公司""},{""厂址"":""甘肃省甘南州合作市环西路32号""},{""厂家联系方式"":""4008899006""},{""配料表"":""脱脂奶粉、全脂牦牛奶粉、麦芽糊精、脱盐乳清粉、膳食纤维（低聚异麦芽糖、菊粉）、牦牛骨髓粉、乳矿物盐、酪蛋白磷酸肽""},{""储藏方法"":""常温密闭保存""},{""保质期"":""730""},{""包装方式"":""包装""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""甘肃省""},{""城市"":""甘南藏族自治州""},{""适用对象"":""老年""},{""奶粉种类"":""高钙""},{""套餐份量"":""1人""},{""套餐周期"":""1个月""},{""品牌"":""华羚""},{""系列"":""颐养牦牛乳中老年配方奶粉800g盒装""},{""商品条形码"":""6970618950032""},{""净含量"":""800g""}]}]}",1080502005,食品保健,,,,,,0
498,499,555000000000.0,云南大理欧亚花生牛奶常温原生全脂果味盒装早餐花生鲜牛奶,大理花生,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年07月08日 至 2017年07月08日""},{""生产许可证编号"":""SC10553290113000""},{""厂名"":""云南欧亚乳业有限公司""},{""厂址"":""大理经济开发区高新技术产业开发区、大理经济开发区满江片区晨光路""},{""厂家联系方式"":""18887717939""},{""配料表"":""见包装""},{""储藏方法"":""见包装""},{""保质期"":""210""},{""食品添加剂"":""见包装""},{""净含量"":""1x250x16ml""},{""包装方式"":""包装""},{""包装种类"":""礼盒装""},{""口味"":""250g*16盒/箱,250g*124盒/箱""},{""品牌"":""欧亚""},{""系列"":""欧亚 花生牛奶""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""大理白族自治州""}]}]}",1080504002,食品保健,,,,,,0
499,500,527000000000.0,马头岩肉桂大红袍茶叶小罐装礼盒装特级武夷岩茶武夷山散装乌龙茶,南平茶叶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2015年06月01日 至 2017年07月01日""},{""品牌"":""长亭晚 ""},{""系列"":""绿色食品肉桂 ""},{""包装方式"":""袋装 ""},{""包装种类"":""罐装 ""},{""茶种类"":""大红袍 ""},{""生长季节"":""春季 ""},{""产地"":""中国大陆 ""},{""省份"":""福建省 ""},{""城市"":""南平市 ""},{""套餐份量"":""5人 ""},{""套餐周期"":""1个月 ""},{""乌龙茶干茶形状"":""壮结 ""},{""配送频次"":""1周2次 ""},{""是否为有机食品"":""否 ""},{""级别"":""特级 ""},{""口味"":""醇香型 ""},{""口感"":""醇和回甘 ""},{""价格段"":""100-199元 ""},{""是否进口"":""国产 ""},{""净含量"":""56g ""},{""生产许可证编号"":""QS3507 1401 1032 ""},{""厂名"":""建瓯市松清茶业有限公司""},{""厂址"":""建瓯市南雅镇房村爱竹""},{""厂家联系方式"":""021508990177""},{""配料表"":""乌龙茶""},{""储藏方法"":""干燥，避光""},{""保质期"":""999""},{""食品添加剂"":""无""}]}]}",1080501001,食品保健,茶饮,,"{'武夷山岩茶': '武夷山', '武夷岩茶': '', '武夷山大红袍': '武夷山'}",,,-1
500,501,544000000000.0,武夷山野生藤茶苦甘露 晚甘喉乞丐茶管家婆无梗礼盒装,甘露,"{""groupProps"":[{""基本信息"":[{""品牌"":""other/其他""},{""系列"":""晚甘喉""},{""包装方式"":""食用农产品""},{""茶种类"":""其他乌龙茶""},{""生长季节"":""春季""},{""级别"":""特级""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""武夷山市""},{""净含量"":""250g""}]}]}",1080501005,食品保健,茶饮,,,,,0
501,502,557000000000.0,磐若堂 紫砂壶宜兴名家纯全手工原矿段泥紫泥灵豹泡茶壶具,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""品牌"":""磐若堂 ""},{""货号"":""6931193205140 ""},{""材质"":""紫砂 ""},{""容量"":""201mL(含)-300mL(含) ""},{""产地"":""宜兴市 ""},{""茶餐具工艺"":""半手工 ""},{""主图来源"":""自主实拍图 ""},{""是否手工"":""是 ""},{""流行元素"":""复古风 ""},{""风格"":""中式 ""},{""颜色分类"":""紫泥款 本山绿泥款 ""},{""毛重"":""1 ""},{""包装体积"":""1 ""}]}]}",10602,家居用品,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
502,503,3954604896.0,花菇云南特色山珍小香菇干200g特价食用野生菌蘑菇素2件包邮,南华香菇,"{""groupProps"":[{""基本信息"":[{""菌菇种类"":""香菇""},{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""六库镇""},{""套餐份量"":""1人份""},{""套餐周期"":""1周""},{""配送频次"":""1周2次""},{""特产品类"":""南华香菇""},{""商品条形码"":""530002515""},{""净含量"":""200g""},{""同城服务"":""包邮""}]}]}",1080202006,食品保健,蔬菜,南华香菇,,,南华香菇,1
503,504,560000000000.0,新品五花肉1kg恒沃嫩香猪肉胜过黑猪肉野猪肉放心肉烧烤食材烤肉,江山市香猪,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年10月13日 至 2017年10月13日""},{""包装方式"":""散装 ""},{""原产地"":""中国 ""},{""同城服务"":""同城24小时物流送货上门 ""},{""售卖方式"":""单品 ""},{""猪肉部位"":""五花肉(生) ""},{""生鲜储存温度"":""-18℃ ""},{""产地"":""中国大陆 ""},{""省份"":""浙江省 ""},{""城市"":""江山市 ""},{""套餐份量"":""3人份 ""},{""套餐周期"":""1周 ""},{""配送频次"":""1周2次 ""},{""品牌"":""恒蜂源 ""},{""净含量"":""1000g ""},{""厂名"":""江山恒沃农产品有限公司""},{""厂址"":""浙江省江山市""},{""厂家联系方式"":""400-004-8182""},{""配料表"":""五花肉""},{""储藏方法"":""冰箱冷冻""},{""保质期"":""30""},{""食品添加剂"":""无食品添加剂""}]}]}",1080201003,食品保健,畜禽,,,{'烧烤香猪': '烧烤'},烧烤香猪,3
504,505,543000000000.0,东北延边特产 韩国风味 韩式凉菜干调料50g 秘制配方 10件包邮,延边菜干,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2016年09月10日 至 2016年09月10日""},{""生产许可证编号"":""SC10322240112781""},{""厂名"":""延吉市超祥食品有限公司""},{""厂址"":""吉林省延边朝鲜族自治州延吉市鸿运街875号(延边州新兴工业集中区201-201)""},{""厂家联系方式"":""18616708863""},{""配料表"":""辣椒粉，白糖，食盐，蒜粉，牛肉粉调味料，姜粉等""},{""储藏方法"":""阴凉，干燥处""},{""保质期"":""360""},{""食品添加剂"":""见包装""},{""净含量"":""50g""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""吉林省""},{""城市"":""延边朝鲜族自治州""}]}]}",1080202002,食品保健,,,,,,0
505,506,561000000000.0,包邮 巍山清真牛干巴礼盒装 回辉牌 牛肉干手工醃制 云南大理特产,大理巍山清真牛干巴,"{""groupProps"":[{""基本信息"":[{""净含量"":""750g""},{""包装方式"":""食用农产品""},{""品牌"":""回辉""},{""系列"":""回辉牛干巴礼盒装""},{""规格"":""150克*5袋""},{""产地"":""中国大陆""},{""省份"":""云南省""}]}]}",1080102009,食品保健,畜禽,,,"{'巍山巍山清真牛干巴': '巍山', '云南牛干巴': '云南'}",云南牛干巴,3
506,507,539000000000.0,大连纯淡干海参长海县野生刺参7年辽海参50g包邮散装,长海海参,"{""groupProps"":[{""基本信息"":[{""净含量"":""50g""},{""包装方式"":""食用农产品""},{""食品工艺"":""水产干货""},{""产地"":""中国大陆""},{""省份"":""辽宁省""},{""城市"":""大连市""}]}]}",1080201001,食品保健,水产,,"{'大连海参': '大连', '长海海参': '长海'}",,大连海参,2
507,508,544000000000.0,扬州特产菱塘卤味醉鸭盐水鸭咸水鸭农家风干800g袋装冷盘清真食品,扬州盐水鸭,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年07月01日 至 2018年07月01日""},{""生产许可证编号"":""SC10432108400384""},{""厂名"":""扬州星月农产品有限公司""},{""厂址"":""江苏省扬州市高邮市菱塘回族乡""},{""厂家联系方式"":""13092095828""},{""配料表"":""鲜鸭 啤酒 食用盐 生姜 香葱 鸡精""},{""储藏方法"":""冷藏或干燥阴凉处""},{""保质期"":""180""},{""食品添加剂"":""见包装""},{""品牌"":""口口丫""},{""系列"":""菱塘醉鸭""},{""包装方式"":""包装""},{""肉类产品"":""全鸭""},{""食品工艺"":""腌制""},{""产地"":""中国大陆""},{""省份"":""江苏省""},{""城市"":""扬州市""},{""口味"":""菱塘醉鸭800g""},{""净含量"":""800g""}]}]}",1080102009,食品保健,,,,,,0
508,509,560000000000.0,微热果园丨冻干菠萝脆 菠萝干50g凤梨干水果脆儿童无脂低热量零食,漳州菠萝,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年08月20日 至 2018年08月20日""},{""生产许可证编号"":""SC11635062500212""},{""产品标准号"":"" Q/ZZKS 0009S""},{""厂名"":""漳州碧山凯盛食品有限公司""},{""厂址"":""漳州市长泰县古农农场银塘工业开发区""},{""厂家联系方式"":""4000596191""},{""配料表"":""菠萝""},{""储藏方法"":""请放置阴凉干燥处避光密封保存""},{""保质期"":""180""},{""食品添加剂"":""无""},{""包装方式"":""散装""},{""食品工艺"":""其他/other""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""漳州市""},{""品牌"":""微热果园""},{""系列"":""冻干水果""},{""食品口味"":""原味50g""},{""净含量"":""50g""}]}]}",1080102007,食品保健,水果,,,,,0
509,510,39927555859.0,特价 温州特产 厨工 湖岭农家 五香牛肉干 牛肉片 200g 袋装,温州手撕黑牛肉,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年09月01日 至 2017年10月20日""},{""生产许可证编号"":""QS330304012884""},{""厂名"":""瑞安市湖岭镇富农食品厂(普通合伙)""},{""厂址"":""瑞安市湖岭镇戊林村""},{""厂家联系方式"":""0577-65830629""},{""配料表"":""牛肉""},{""保质期"":""365""},{""食品添加剂"":""详见包装""},{""包装方式"":""包装""},{""肉类产品"":""牛肉干""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""温州市""},{""特产品类"":""温州手撕黑牛肉""},{""口味"":""五香""},{""品牌"":""CHUGONG/厨工""},{""系列"":""牛肉干""},{""净含量"":""200g""}]}]}",1080102009,食品保健,,温州手撕黑牛肉,,,温州手撕黑牛肉,1
510,511,529000000000.0,正宗南京特产 桂花鸭【春江晓景】整只盐水鸭928g,南京盐水鸭,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年01月01日 至 2018年01月10日""},{""生产许可证编号"":""SC10432011500931""},{""厂名"":""南京桂花鸭(集团)有限公司""},{""厂址"":""江苏省南京市江宁滨江经济技术开发区盛安大道718号""},{""厂家联系方式"":""4008610118""},{""配料表"":""光鸭、食用盐、葱、姜、八角等""},{""保质期"":""90""},{""食品添加剂"":""无""},{""品牌"":""桂花鸭""},{""系列"":""全鸭""},{""包装方式"":""包装""},{""肉类产品"":""全鸭""},{""产地"":""中国大陆""},{""省份"":""江苏省""},{""城市"":""南京市""},{""净含量"":""928g""}]}]}",1080102009,食品保健,,,{'南京盐水鸭': '南京'},,南京盐水鸭,2
511,512,520000000000.0,无杂毛的纯白药引子专用散养大公鸡 活体 纯白大公鸡 土鸡,北京土鸡,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""北京""},{""重量(g)"":""1750""},{""净含量"":""1500g""}]}]}",19902,食品保健,,,,,,0
512,513,563000000000.0,瑞华红 货号RH8523一品肉桂500克铁罐装 武夷岩茶叶原厂正品包邮,武夷山市茶叶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年01月11日 至 2017年03月08日""},{""生产许可证编号"":""SC11435078203321""},{""产品标准号"":""GB/T 18745-2006""},{""厂名"":""武夷山市瑞华茶业有限公司""},{""厂址"":""武夷山市武夷街道和利新村""},{""厂家联系方式"":""15916622207""},{""配料表"":""武夷岩茶""},{""储藏方法"":""置于干净、密封、避光、防潮、防异味。""},{""保质期"":""1080""},{""食品添加剂"":""无""},{""净含量"":""500克""},{""包装方式"":""袋装""},{""包装种类"":""罐装""},{""茶种类"":""大红袍""},{""商品条形码"":""6951570485237""},{""生长季节"":""春季""},{""级别"":""一级""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""武夷山市""},{""乌龙茶干茶形状"":""壮结""},{""品牌"":""瑞华红""},{""系列"":""一品肉桂""},{""口味"":""浓香型""},{""口感"":""醇和回甘""}]}]}",1080501001,食品保健,茶饮,,{'武夷岩茶': ''},,武夷岩茶,2
513,514,556000000000.0,李锦记蒜蓉辣椒酱3.1kg,江门辣椒酱,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年05月01日 至 2018年05月31日""},{""品牌"":""LEE KUM KEE/李锦记 ""},{""系列"":""锦珍蒜蓉辣椒酱 ""},{""规格"":""3.1kg ""},{""包装方式"":""包装 ""},{""产地"":""中国大陆 ""},{""省份"":""广东省 ""},{""城市"":""江门市 ""},{""售卖方式"":""单品 ""},{""商品条形码"":""6922824000117 ""},{""净含量"":""3100g ""},{""生产许可证编号"":""SC10344070500389""},{""厂名"":""李锦记(新会)食品有限公司""},{""厂址"":""广东省江门市新会区七堡工贸城北区一号至二号""},{""厂家联系方式"":""400-997-1100""},{""配料表"":""详情见包装""},{""储藏方法"":""详情见包装""},{""保质期"":""365""},{""食品添加剂"":""详情见包装""}]}]}",1080301002,食品保健,,,,,,0
514,515,554000000000.0,爱上舌尖花生难吃的花生 多味花生 原味  休闲食品 特色零食小吃,金华花生,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年06月10日 至 2018年06月20日""},{""生产许可证编号"":""SC11233078200730""},{""厂名"":""浙江麦乐食品有限公司""},{""厂址"":""浙江省义乌市义亭镇黄林山工业区""},{""厂家联系方式"":""0579-85084261""},{""配料表"":""优质花生米，小麦粉，白砂糖，食盐等""},{""保质期"":""300""},{""食品添加剂"":""见包装""},{""包装方式"":""包装""},{""包装种类"":""袋装""},{""是否含糖"":""含糖""},{""花生种类"":""多味花生""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""金华市""},{""食品口味"":""原味""},{""品牌"":""麦农""},{""系列"":""花生""},{""商品条形码"":""6931552205312""},{""净含量"":""176g""}]}]}",1080102006,食品保健,坚果,,,,,0
515,516,45828885821.0,国圣高丽金针菇山椒味美味开袋即食小包装称重500g办公零食,莆田金针菇,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年08月01日 至 2018年08月03日""},{""生产许可证编号"":""SC11635030300326""},{""厂名"":""福建省红太阳精品有限公司""},{""厂址"":""莆田市涵江区环城北路""},{""厂家联系方式"":""0594-3508888""},{""配料表"":""金针菇，水，大豆油""},{""储藏方法"":""避免日光直射""},{""保质期"":""365""},{""食品添加剂"":""见包装""},{""品牌"":""国圣""},{""系列"":""高丽金针菇山椒味""},{""规格"":""500""},{""包装方式"":""散装""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""莆田市""},{""净含量"":""500g""}]}]}",1080102009,食品保健,,,,,,0
516,517,560000000000.0,经典湖南湘西土家特色菜风味土产农家自制渣辣子玉米酸玉米酸菜,湘西玉米,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""售卖方式"":""单品""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""城市"":""湘西土家族苗族自治州""},{""净含量"":""500g""}]}]}",1080102009,食品保健,其他农产品,,,{'土家酸菜': '土家'},土家酸菜,3
517,518,536000000000.0,兰戈 原矿手工宜兴紫砂功夫茶具套组 朱紫泥茶壶盖碗茶杯礼品订制,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""货号"":""紫砂茶具套装 ""},{""品牌"":""兰戈 ""},{""材质"":""紫砂 ""},{""类型"":""整套功夫茶具 ""},{""茶具类型"":""整套功夫茶具 ""},{""产地"":""宜兴市 ""},{""适用人数"":""6人 ""},{""配茶盘材质"":""否 ""},{""主图来源"":""自主实拍图 ""},{""颜色分类"":""紫砂10头(飞鸿)茶具套装 紫砂10头(祥云)茶具套装 紫砂10头(逸竹)茶具套装 紫砂10头(石瓢)茶具套装 紫砂10头(汉君)茶具套装 紫砂10头(盖碗)茶具套装 ""},{""毛重"":""2KG ""}]}]}",10602,家居用品,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
